countryCode,year,gdp
DMA,1995,224037021.228549
DMA,1996,236444440.268685
DMA,1997,245781477.140824
DMA,1998,258440730.250587
DMA,1999,267740736.012269
DMA,2000,324463833.158651
DMA,2001,330949849.71077
DMA,2002,326998081.262043
DMA,2003,340803912.870075
DMA,2004,366976849.444881
DMA,2005,361615917.777778
DMA,2006,382299140.37037
DMA,2007,418759930
DMA,2008,462166696.296296
DMA,2009,481257770.37037
DMA,2010,471851098.518519
DMA,2011,484137160
DMA,2012,479688888.888889
DNK,1960,6248946880.2777
DNK,1961,6933842098.84548
DNK,1962,7812968114.40012
DNK,1963,8316692385.77386
DNK,1964,9506678762.77765
DNK,1965,10678897387.0006
DNK,1966,11721248101.0874
DNK,1967,12788479692.1939
DNK,1968,13196541952
DNK,1969,15009384584.5333
DNK,1970,16590533333.3333
DNK,1971,18515546099.6728
DNK,1972,22591052336.2065
DNK,1973,29961815026.0352
DNK,1974,33346568442.4683
DNK,1975,39593296439.386
DNK,1976,43676095947.0637
DNK,1977,48854777452.0256
DNK,1978,59296231820.9843
DNK,1979,69160805930.4315
DNK,1980,69709363189.5527
DNK,1981,60373978718.0279
DNK,1982,58937160962.0277
DNK,1983,59204811372.3346
DNK,1984,57714597454.7631
DNK,1985,61203805065.8714
DNK,1986,86365467803.7325
DNK,1987,107366343581.422
DNK,1988,113230780658.1
DNK,1989,110058411534.568
DNK,1990,135838154025.143
DNK,1991,136693973266.63
DNK,1992,150195490465.698
DNK,1993,140626629034.994
DNK,1994,153593214476.622
DNK,1995,181983614165.358
DNK,1996,184435821822.133
DNK,1997,170435460670.755
DNK,1998,173653145893.028
DNK,1999,173944697686.42
DNK,2000,160082517845.876
DNK,2001,160476161868.602
DNK,2002,173880831443.88
DNK,2003,212621855882.933
DNK,2004,244727978020.584
DNK,2005,257675536234.494
DNK,2006,274376889678.112
DNK,2007,311417601998.641
DNK,2008,343881383958.432
DNK,2009,310544743670.337
DNK,2010,313176334519.573
DNK,2011,333663500931.099
DNK,2012,315163055675.442
DOM,1960,672399744
DOM,1961,654100160
DOM,1962,824099968
DOM,1963,940799872
DOM,1964,1025599872
DOM,1965,888099968
DOM,1966,983900032
DOM,1967,1034800000
DOM,1968,1079100032
DOM,1969,1230499968
DOM,1970,1485400064
DOM,1971,1666400000
DOM,1972,1987299968
DOM,1973,2344699904
DOM,1974,2925600000
DOM,1975,3599300096
DOM,1976,3951399936
DOM,1977,4587100160
DOM,1978,4774400000
DOM,1979,5498800128
DOM,1980,6631000064
DOM,1981,7266999808
DOM,1982,7964000256
DOM,1983,8622000128
DOM,1984,10330399744
DOM,1985,5044579958.67131
DOM,1986,6122128260.08588
DOM,1987,5827050853.13562
DOM,1988,5374300248.49011
DOM,1989,6686592726.81388
DOM,1990,7073674721.59338
DOM,1991,9724379019.62036
DOM,1992,11277694536.9488
DOM,1993,12976408000
DOM,1994,14511134920.6349
DOM,1995,16358496124.031
DOM,1996,18131813000.6281
DOM,1997,19593449903.2551
DOM,1998,21171235997.8508
DOM,1999,21709041189.3244
DOM,2000,23996656675.8335
DOM,2001,24894907435.1447
DOM,2002,26570402718.796
DOM,2003,21268012747.2709
DOM,2004,22163928096.993
DOM,2005,33969724872.4638
DOM,2006,35965041793.3794
DOM,2007,41320700932.7124
DOM,2008,45796188394.2534
DOM,2009,46768400362.8292
DOM,2010,51748279416.0089
DOM,2011,55737254720.2693
DOM,2012,59047202157.8071
DZA,1960,2723637620.4039
DZA,1961,2434766866.27334
DZA,1962,2001460838.78378
DZA,1963,2703004009.92404
DZA,1964,2909340114.7226
DZA,1965,3136284385.14828
DZA,1966,3039859268.24911
DZA,1967,3370870461.13558
DZA,1968,3852147112.84503
DZA,1969,4257253358.44365
DZA,1970,4863487557.2335
DZA,1971,5077222330.06931
DZA,1972,6761786483.71017
DZA,1973,8715106128.63411
DZA,1974,13209713770.0892
DZA,1975,15557934472.8677
DZA,1976,17728348385.244
DZA,1977,20971901062.9845
DZA,1978,26364491674.6159
DZA,1979,33243421339.3774
DZA,1980,42345276287.5934
DZA,1981,44348670724.0831
DZA,1982,45207090667.8674
DZA,1983,48801372227.5528
DZA,1984,53698280322.5824
DZA,1985,57937867717.4636
DZA,1986,63696299985.0409
DZA,1987,66742269089.6987
DZA,1988,59089065516.8692
DZA,1989,55631488293.8976
DZA,1990,62045098370.0829
DZA,1991,45715368143.9784
DZA,1992,48003297248.8691
DZA,1993,49946456681.2384
DZA,1994,42542573602.1669
DZA,1995,41764054034.6543
DZA,1996,46941496308.2845
DZA,1997,48177861890.8881
DZA,1998,48187780126.1819
DZA,1999,48640613515.0702
DZA,2000,54790058957.3718
DZA,2001,54744716706.3542
DZA,2002,56760288961.5829
DZA,2003,67863832648.2897
DZA,2004,85324997369.5015
DZA,2005,103198650297.779
DZA,2006,117026655313.743
DZA,2007,134977867931.582
DZA,2008,171000162581.484
DZA,2009,137211795394.166
DZA,2010,161207304960.455
DZA,2011,199070864637.558
DZA,2012,205788796017.176
EAP,1960,83098661279.7215
EAP,1961,71430462616.9365
EAP,1962,64649109817.5915
EAP,1963,69996830203.4424
EAP,1964,80476607148.4133
EAP,1965,94499202501.3176
EAP,1966,103395773015.886
EAP,1967,100271691341.338
EAP,1968,101271304567.967
EAP,1969,113718458666.27
EAP,1970,126742101244.811
EAP,1971,136024377255.67
EAP,1972,154224945594.892
EAP,1973,194560629528.656
EAP,1974,220068688295.012
EAP,1975,247289694203.001
EAP,1976,251467085196.752
EAP,1977,290919628206.71
EAP,1978,282664459793.636
EAP,1979,327839349141.223
EAP,1980,379721816607.205
EAP,1981,406404954166.257
EAP,1982,423591589252.371
EAP,1983,443587483850.002
EAP,1984,479698873087.357
EAP,1985,524513523299.544
EAP,1986,520891081053.307
EAP,1987,514143111007.23
EAP,1988,574843416331.54
EAP,1989,622718479485.585
EAP,1990,668349051211.221
EAP,1991,728285145817.703
EAP,1992,814356651265.459
EAP,1993,878239934260.294
EAP,1994,1058744508412.06
EAP,1995,1308316927655.4
EAP,1996,1502801749961.94
EAP,1997,1557595093050.65
EAP,1998,1423577061017.95
EAP,1999,1563684578670.69
EAP,2000,1723331027476.91
EAP,2001,1834800286207.77
EAP,2002,2028376388454.26
EAP,2003,2291329269709.6
EAP,2004,2657120503491.92
EAP,2005,3071986458870.19
EAP,2006,3693409076726.33
EAP,2007,4663846413843.65
EAP,2008,5895919127378.94
EAP,2009,6361285653433.08
EAP,2010,7628872739282.86
EAP,2011,9293696379833.94
EAP,2012,10329684161087.2
EAS,1960,155765946525.331
EAS,1961,154694272085.484
EAS,1962,157412556868.118
EAS,1963,175510633023.94
EAS,1964,201081607712.64
EAS,1965,224360769622.712
EAS,1966,250788813870.743
EAS,1967,271868582197.084
EAS,1968,299631470600.517
EAS,1969,345141780529.108
EAS,1970,403657846288.892
EAS,1971,448435562022.176
EAS,1972,556216926332.095
EAS,1973,733333667115.333
EAS,1974,845086895829.382
EAS,1975,925227014239.561
EAS,1976,1017444985655.36
EAS,1977,1212675380926.6
EAS,1978,1529449093397.25
EAS,1979,1661725687932.09
EAS,1980,1797921774721.3
EAS,1981,1986301046301.08
EAS,1982,1942672854634.75
EAS,1983,2059332688834.4
EAS,1984,2206923265426.12
EAS,1985,2338361538339.84
EAS,1986,3046164404664.43
EAS,1987,3560341098146.4
EAS,1988,4285474889033.11
EAS,1989,4485470731908.14
EAS,1990,4692198925904.97
EAS,1991,5282679444031.06
EAS,1992,5764459707785.27
EAS,1993,6455830275074.36
EAS,1994,7199512075075.05
EAS,1995,8126127282377.07
EAS,1996,7812599391493.67
EAS,1997,7510599901594.7
EAS,1998,6705944499308.17
EAS,1999,7468396483838.4
EAS,2000,8079343750295.35
EAS,2001,7512606988331.33
EAS,2002,7630356373356.28
EAS,2003,8386861477495.24
EAS,2004,9403408683790.36
EAS,2005,10002138446365.1
EAS,2006,10606438006372
EAS,2007,11870900280893.1
EAS,2008,13701778731459.2
EAS,2009,14096676032746.5
EAS,2010,16340490351951
EAS,2011,18862899658956.3
EAS,2012,20190702926987.3
ECA,1987,335921782480.981
ECA,1988,355230592317.845
ECA,1989,388948397093.298
ECA,1990,445677586909.63
ECA,1991,417939550050.221
ECA,1992,408154742364.804
ECA,1993,421110118744.262
ECA,1994,355178367793.325
ECA,1995,405006183619.306
ECA,1996,413874960189.851
ECA,1997,432630298893.501
ECA,1998,513475493003.311
ECA,1999,471905406011.753
ECA,2000,477573261587.672
ECA,2001,434128504812.584
ECA,2002,507144272543.56
ECA,2003,644495841693.321
ECA,2004,821847543828.246
ECA,2005,1006119320998.68
ECA,2006,1160495613031.42
ECA,2007,1469669936043.31
ECA,2008,1751205254902.21
ECA,2009,1456310176277.78
ECA,2010,1647220641068.87
ECA,2011,1845028767456.15
ECA,2012,1865296058549.24
ECS,1960,440460772777.45
ECS,1961,468854819889.618
ECS,1962,512591357268.653
ECS,1963,565240900349.161
ECS,1964,625959697253.74
ECS,1965,681162525578.716
ECS,1966,740007539042.751
ECS,1967,796183710013.653
ECS,1968,830379321247.228
ECS,1969,911768780382.42
ECS,1970,995394836271.025
ECS,1971,1123733307886.07
ECS,1972,1348089187653.9
ECS,1973,1715660967645.63
ECS,1974,1938971042576.44
ECS,1975,2271162744790.21
ECS,1976,2362997606532.59
ECS,1977,2673773029325.83
ECS,1978,3272295763272.3
ECS,1979,3986128804973.79
ECS,1980,4502796354621.72
ECS,1981,4005741527363.31
ECS,1982,3861357144893.28
ECS,1983,3743237212061.58
ECS,1984,3597130730650.85
ECS,1985,3721285481927.16
ECS,1986,5048551967941.19
ECS,1987,6195845435716.01
ECS,1988,6886012226838.77
ECS,1989,7043194068185.84
ECS,1990,8576467947526.74
ECS,1991,8830572929369.4
ECS,1992,9466654320257.36
ECS,1993,8703993772378.44
ECS,1994,9118826124050.8
ECS,1995,10439089986577.5
ECS,1996,10638344883471.7
ECS,1997,10084783886724.4
ECS,1998,10331160781311
ECS,1999,10216293307619.7
ECS,2000,9611036087332.64
ECS,2001,9714349966286.32
ECS,2002,10634012879146.9
ECS,2003,12969373360210.9
ECS,2004,15123596637115.2
ECS,2005,16109215226424.6
ECS,2006,17438768208745.5
ECS,2007,20394838799034.6
ECS,2008,22403493720073.1
ECS,2009,19675980829596.5
ECS,2010,20094880703079.9
ECS,2011,22238469911268.6
ECS,2012,21376090876198.2
ECU,1960,1010325080.40254
ECU,1961,979108815.580104
ECU,1962,958598183.028212
ECU,1963,1038389646.3161
ECU,1964,1156150862.0479
ECU,1965,2387048255.45173
ECU,1966,2429309513.80854
ECU,1967,2553596091.82258
ECU,1968,2582180794.1855
ECU,1969,3112166848.3004
ECU,1970,2862504169.99893
ECU,1971,2754220263.02528
ECU,1972,3185987234.84089
ECU,1973,3891755551.94138
ECU,1974,6599259420.99605
ECU,1975,7731677256.80982
ECU,1976,9091924304.83477
ECU,1977,11026346589.5011
ECU,1978,11922502170.6405
ECU,1979,14175166007.5774
ECU,1980,17881514682.8784
ECU,1981,21810767209.3695
ECU,1982,19929853574.6095
ECU,1983,17152483214.3536
ECU,1984,16912515183.2783
ECU,1985,17149094589.9827
ECU,1986,15314143988.0621
ECU,1987,13945431882.2271
ECU,1988,13051886552.3377
ECU,1989,13890828707.6493
ECU,1990,15239278100.3502
ECU,1991,16988184456.1009
ECU,1992,18093864474.8747
ECU,1993,18938326276.0837
ECU,1994,22708204404.8635
ECU,1995,22834985178.4952
ECU,1996,24180150997.182
ECU,1997,26692474304.4826
ECU,1998,26214331101.7569
ECU,1999,19017141056.737
ECU,2000,18327386415.9524
ECU,2001,24468324000
ECU,2002,28548945000
ECU,2003,32432859000
ECU,2004,36591661000
ECU,2005,41507085000
ECU,2006,46802044000
ECU,2007,51007777000
ECU,2008,61762635000
ECU,2009,62519686000
ECU,2010,67513698000
ECU,2011,76769729000
ECU,2012,84039856000
EGY,1960,4144244345.31504
EGY,1961,4334054779.49568
EGY,1962,4003322843.57581
EGY,1963,4160465775.86303
EGY,1964,4781695715.27468
EGY,1965,5111620994.68964
EGY,1966,5339520809.40076
EGY,1967,5579168494.04541
EGY,1968,6109112180.05879
EGY,1969,6861743624.86753
EGY,1970,7682492054.30836
EGY,1971,8266003518.43293
EGY,1972,8763960986.89004
EGY,1973,9616725510.84664
EGY,1974,9015166924.31046
EGY,1975,11437965433.0321
EGY,1976,13360477195.3619
EGY,1977,14636028524.497
EGY,1978,14849909082.9225
EGY,1979,18150000949.0927
EGY,1980,22912499711.7613
EGY,1981,23405404411.8766
EGY,1982,25592366135.4263
EGY,1983,28137368590.4939
EGY,1984,30642873685.5634
EGY,1985,34689560501.8409
EGY,1986,35880262453.4063
EGY,1987,40507934104.2712
EGY,1988,35044633281.4165
EGY,1989,39648442465.4081
EGY,1990,43130415154.4606
EGY,1991,36970555121.6287
EGY,1992,41855483504.0259
EGY,1993,46578631212.6125
EGY,1994,51897983715.5584
EGY,1995,60159244485.2081
EGY,1996,67629717779.7354
EGY,1997,78436575743.8573
EGY,1998,84828807269.5429
EGY,1999,90710703939.4609
EGY,2000,99838540997.3209
EGY,2001,97632008050.9425
EGY,2002,87850680572.7894
EGY,2003,82923680621.5433
EGY,2004,78845185709.4117
EGY,2005,89685724889.1628
EGY,2006,107484034648.245
EGY,2007,130477817194.412
EGY,2008,162818181818.182
EGY,2009,188984088127.295
EGY,2010,218887812549.851
EGY,2011,236000735704.439
EGY,2012,262831912586.538
EMU,1960,245219648869.177
EMU,1961,269921749850.728
EMU,1962,299542022470.99
EMU,1963,336038980706.918
EMU,1964,373751277634.354
EMU,1965,407836501513.493
EMU,1966,444732149674.747
EMU,1967,483106675551.32
EMU,1968,517904729605.53
EMU,1969,572135923961.635
EMU,1970,623798504929.109
EMU,1971,706916169359.243
EMU,1972,854312540443.664
EMU,1973,1109849529248.61
EMU,1974,1255944269436.07
EMU,1975,1458282055153.06
EMU,1976,1522303676488.24
EMU,1977,1732376542580.56
EMU,1978,2120211343737.05
EMU,1979,2566498325893.98
EMU,1980,2874153700817.48
EMU,1981,2497447761290.42
EMU,1982,2417248523298.4
EMU,1983,2358335186599.14
EMU,1984,2261992350208.11
EMU,1985,2323783351569.88
EMU,1986,3261489992912.62
EMU,1987,4032988480237.05
EMU,1988,4435951941832.16
EMU,1989,4530995575590.83
EMU,1990,5696990307834.26
EMU,1991,5916928570626.66
EMU,1992,6523453765737.5
EMU,1993,5974215286858.18
EMU,1994,6320103868606.01
EMU,1995,7299448120216.72
EMU,1996,7380811997563.27
EMU,1997,6738259134722.98
EMU,1998,6915873587164.64
EMU,1999,6878142917012.85
EMU,2000,6263503522240.42
EMU,2001,6355721031183.19
EMU,2002,6916596394736.93
EMU,2003,8539690534187.33
EMU,2004,9785086871291.2
EMU,2005,10158582555751.4
EMU,2006,10776667855985.1
EMU,2007,12397757409959.6
EMU,2008,13576685001696.3
EMU,2009,12419314379470.2
EMU,2010,12087219811122.7
EMU,2011,13117589350525
EMU,2012,12220716813984.1
ERI,1992,477101651.648376
ERI,1993,467876293.706829
ERI,1994,531688311.688312
ERI,1995,578015625
ERI,1996,693535954.190067
ERI,1997,686494476.137988
ERI,1998,745526149.49945
ERI,1999,688921325.712043
ERI,2000,706370812.289102
ERI,2001,752368494.461829
ERI,2002,729321364.095048
ERI,2003,870247701.706937
ERI,2004,1109054002.42096
ERI,2005,1098425899.89884
ERI,2006,1211161879.50862
ERI,2007,1317974493.40894
ERI,2008,1380188800.03147
ERI,2009,1856695550.46865
ERI,2010,2117039510.70194
ERI,2011,2607739837.39837
ERI,2012,3091837398.37398
ESP,1960,12072126075.397
ESP,1961,13834300571.4849
ESP,1962,16138545209.246
ESP,1963,19074913947.7196
ESP,1964,21343844643.7341
ESP,1965,24756958694.9238
ESP,1966,28721062242.1634
ESP,1967,31647119228.1982
ESP,1968,31475548481.4095
ESP,1969,36038711599.541
ESP,1970,39765398987.2056
ESP,1971,45223331438.3571
ESP,1972,57361606634.0893
ESP,1973,76284548323.8701
ESP,1974,94360988998.0251
ESP,1975,111339874241.783
ESP,1976,114958308082.227
ESP,1977,128482883412.286
ESP,1978,155790287887.122
ESP,1979,208175378196.84
ESP,1980,225796270604.743
ESP,1981,196734503744.206
ESP,1982,190127336613.003
ESP,1983,165831795515.493
ESP,1984,166949030520.759
ESP,1985,175379332103.067
ESP,1986,243794887641.573
ESP,1987,309202550110.015
ESP,1988,364895721222.191
ESP,1989,402336533355.994
ESP,1990,520490538357.018
ESP,1991,559882065606.985
ESP,1992,612022290211.222
ESP,1993,509351456942.667
ESP,1994,514674139330.545
ESP,1995,596203629570.323
ESP,1996,622063575463.024
ESP,1997,572485227272.727
ESP,1998,600651520213.832
ESP,1999,617581504368.208
ESP,2000,580345494748.48
ESP,2001,608856375838.926
ESP,2002,686295878035.008
ESP,2003,883839729119.639
ESP,2004,1044612070303.53
ESP,2005,1130798885738.45
ESP,2006,1236352163544.47
ESP,2007,1441426534070.22
ESP,2008,1593420002197.24
ESP,2009,1454336570613.31
ESP,2010,1375815789473.68
ESP,2011,1453231944444.44
ESP,2012,1322964772435.07
EST,1993,1734329528.75321
EST,1994,2426162899.39258
EST,1995,3776938816.70534
EST,1996,4727884886.92488
EST,1997,5052078017.81486
EST,1998,5593921751.88973
EST,1999,5709010492.22246
EST,2000,5675174661.87581
EST,2001,6237914200.44743
EST,2002,7318186726.89629
EST,2003,9840743037.24605
EST,2004,12025943709.9948
EST,2005,13905561150.0771
EST,2006,16798495347.749
EST,2007,21993658963.8097
EST,2008,23781539698.9783
EST,2009,19406626721.3823
EST,2010,18909381436.8421
EST,2011,22522780937.5
EST,2012,22390242608.6398
ETH,1981,7269140974.34867
ETH,1982,7649012447.806
ETH,1983,8502745002.215
ETH,1984,8034754139.23968
ETH,1985,9408755194.7957
ETH,1986,9773749423.86116
ETH,1987,10447188525.3062
ETH,1988,10825913263.6389
ETH,1989,11389270973.5016
ETH,1990,12082576935.2691
ETH,1991,13361446739.1711
ETH,1992,10413161613.2595
ETH,1993,8763557094.07189
ETH,1994,6875170145.30772
ETH,1995,7605674115.75155
ETH,1996,8482883272.61889
ETH,1997,8890826692.79283
ETH,1998,8069437010.95367
ETH,1999,7827068144.67499
ETH,2000,8098332674.24419
ETH,2001,8087434751.60218
ETH,2002,7713652567.94733
ETH,2003,8473013232.57614
ETH,2004,9954110936.45253
ETH,2005,12184372696.7078
ETH,2006,15013683854.4699
ETH,2007,18991907676.2428
ETH,2008,25608626476.0357
ETH,2009,28194270371.1621
ETH,2010,26311310604.9888
ETH,2011,29946934090.4379
ETH,2012,41605361646.0594
EUU,1960,366431397817.982
EUU,1961,398946040962.115
EUU,1962,435818553520.7
EUU,1963,480113061133.626
EUU,1964,532076039545.558
EUU,1965,579437176853.051
EUU,1966,628126016863.787
EUU,1967,674966750625.919
EUU,1968,701557155427.051
EUU,1969,770636629101.722
EUU,1970,845454887190.275
EUU,1971,955677809385.933
EUU,1972,1144800377368.79
EUU,1973,1454059243354.8
EUU,1974,1633417015140.51
EUU,1975,1910725927230.66
EUU,1976,1980539771263.75
EUU,1977,2243392388606.34
EUU,1978,2744857643873.02
EUU,1979,3346327897471.17
EUU,1980,3816479426384.2
EUU,1981,3374909048258
EUU,1982,3249699058499.31
EUU,1983,3147707853495.2
EUU,1984,3021744261821.46
EUU,1985,3121628545999.94
EUU,1986,4253341793786.82
EUU,1987,5224152819940.04
EUU,1988,5816869912204.07
EUU,1989,5942455730695.8
EUU,1990,7331643625904.48
EUU,1991,7594961632182.41
EUU,1992,8267678928726.72
EUU,1993,7541810663034.45
EUU,1994,8029328186262.3
EUU,1995,9236703697107.67
EUU,1996,9427036892515.77
EUU,1997,8888112448528
EUU,1998,9198262338166.58
EUU,1999,9190166839652.58
EUU,2000,8524104165157.14
EUU,2001,8625887120003.06
EUU,2002,9407989430835.19
EUU,2003,11470685124626.1
EUU,2004,13246029942972.8
EUU,2005,13851334822623.3
EUU,2006,14771526014514.6
EUU,2007,17081874019596.7
EUU,2008,18376647996550.2
EUU,2009,16410415667711.6
EUU,2010,16252276020809.8
EUU,2011,17676420212012.1
EUU,2012,16668386282893.7
FIN,1960,5224102195.52771
FIN,1961,5921659485.03284
FIN,1962,6340580854.39073
FIN,1963,6885920328.66187
FIN,1964,7766655085.78588
FIN,1965,8589340019.02985
FIN,1966,9208524504.87684
FIN,1967,9368954010.3132
FIN,1968,8823033880.32993
FIN,1969,10070766720.5011
FIN,1970,11222537751.1887
FIN,1971,12378521928.2996
FIN,1972,14567968586.8331
FIN,1973,19240941960.4844
FIN,1974,24553503031.5198
FIN,1975,29122353321.4805
FIN,1976,31470995537.775
FIN,1977,33101667404.4562
FIN,1978,35825270758.1227
FIN,1979,43936803541.4441
FIN,1980,53007650621.613
FIN,1981,51791127032.2403
FIN,1982,52177130874.5529
FIN,1983,50285012809.5645
FIN,1984,52118124258.0135
FIN,1985,54979854182.6554
FIN,1986,72319962467.7457
FIN,1987,90045989449.4792
FIN,1988,107182658137.882
FIN,1989,116795067202.439
FIN,1990,138883532887.576
FIN,1991,125300691074.842
FIN,1992,110171223785.506
FIN,1993,87346726345.3732
FIN,1994,100630620375.64
FIN,1995,130806100217.865
FIN,1996,128308309603.935
FIN,1997,122987057610.812
FIN,1998,129763017356.475
FIN,1999,130322821223.098
FIN,2000,121793808734.107
FIN,2001,124642505592.841
FIN,2002,135183512140.034
FIN,2003,164256207674.944
FIN,2004,189064585622.668
FIN,2005,195777993334.328
FIN,2006,207949409201.133
FIN,2007,246127357186.459
FIN,2008,271974219064.709
FIN,2009,239382754295.034
FIN,2010,235163157894.737
FIN,2011,262054166666.667
FIN,2012,247545641553.098
FJI,1960,112334368.396772
FJI,1961,116993977.848207
FJI,1962,122912941.205436
FJI,1963,129461581.515562
FJI,1964,140040154.324227
FJI,1965,147084750.031482
FJI,1966,150603925.515853
FJI,1967,162625885.863484
FJI,1968,166952937.135005
FJI,1969,182182067.703568
FJI,1970,219878482.173564
FJI,1971,247749327.721267
FJI,1972,316650508.967523
FJI,1973,425963354.318811
FJI,1974,558589870.903674
FJI,1975,684268314.880156
FJI,1976,694552425.086332
FJI,1977,719533150.207107
FJI,1978,829239489.844119
FJI,1979,1019743927.24662
FJI,1980,1202567354.52323
FJI,1981,1235899836.18067
FJI,1982,1194015409.69541
FJI,1983,1123107240.90462
FJI,1984,1177997413.63384
FJI,1985,1141210124.82663
FJI,1986,1290228616.82408
FJI,1987,1177908191.97685
FJI,1988,1109976927.91722
FJI,1989,1182686577.22645
FJI,1990,1337024782.22702
FJI,1991,1383843860.1247
FJI,1992,1531803060.54558
FJI,1993,1635426125.30808
FJI,1994,1825285158.11762
FJI,1995,1970347720.96992
FJI,1996,2129266728.42585
FJI,1997,2093994597.21549
FJI,1998,1656784779.545
FJI,1999,1942170999.18765
FJI,2000,1684109743.49338
FJI,2001,1660102345.60309
FJI,2002,1842691481.09196
FJI,2003,2315935752.71653
FJI,2004,2727507212.92556
FJI,2005,3006725014.78415
FJI,2006,3103099942.22992
FJI,2007,3405050611.68726
FJI,2008,3629936625.46276
FJI,2009,2925499821.03595
FJI,2010,3225095136.31862
FJI,2011,3753485389.24827
FJI,2012,3907563304.51103
FRA,1960,62651474946.6007
FRA,1961,68346741504.4257
FRA,1962,76313782251.6964
FRA,1963,85551113767.3727
FRA,1964,94906593388.3107
FRA,1965,102160571409.274
FRA,1966,110597467198.645
FRA,1967,119466139619.589
FRA,1968,129847107787.883
FRA,1969,140725497222.277
FRA,1970,146441124365.182
FRA,1971,163695631585.178
FRA,1972,200954486345.904
FRA,1973,261475397760.754
FRA,1974,282164620840.153
FRA,1975,355600122380.297
FRA,1976,367269052171.538
FRA,1977,405390211286.44
FRA,1978,500065406976.744
FRA,1979,605022510021.585
FRA,1980,690323036324.123
FRA,1981,605220639710.32
FRA,1982,574594370695.678
FRA,1983,550343833376.366
FRA,1984,521686106732.718
FRA,1985,543484742298.146
FRA,1986,758519177952.458
FRA,1987,917895667357.852
FRA,1988,1001158572844.4
FRA,1989,1007008533826.86
FRA,1990,1244162871943.14
FRA,1991,1245405301709.1
FRA,1992,1372967286245.35
FRA,1993,1297003358813.99
FRA,1994,1368007206994.33
FRA,1995,1572060060454.72
FRA,1996,1572774971150.15
FRA,1997,1421491571139.58
FRA,1998,1468872025794.97
FRA,1999,1456429469422.54
FRA,2000,1326334438916.53
FRA,2001,1338302997762.86
FRA,2002,1452031150009.41
FRA,2003,1792215124153.5
FRA,2004,2055678605352.85
FRA,2005,2136555737949.56
FRA,2006,2255705740891.51
FRA,2007,2582389747043
FRA,2008,2831794045482.84
FRA,2009,2619686514976.18
FRA,2010,2548315789473.68
FRA,2011,2779719444444.44
FRA,2012,2612878426330.68
FRO,1998,1105688872.97039
FRO,1999,1125684470.05533
FRO,2000,1062339943.83343
FRO,2001,1154899793.33878
FRO,2002,1268445919.41429
FRO,2003,1486861878.95624
FRO,2004,1683997930.26322
FRO,2005,1730894295.38595
FRO,2006,1970135198.76236
FRO,2007,2278229880.41222
FRO,2008,2412859692.82674
FRO,2009,2198138372.28824
FSM,1983,106500000
FSM,1986,112210000
FSM,1987,116700000
FSM,1988,124700000
FSM,1989,135200000
FSM,1990,147200000
FSM,1991,166200000
FSM,1992,178100000
FSM,1993,198400000
FSM,1994,202500000
FSM,1995,222103587.136907
FSM,1996,218845723.344236
FSM,1997,206900332.301043
FSM,1998,219646199.637279
FSM,1999,220660503.948872
FSM,2000,233226322.838293
FSM,2001,240051900.024223
FSM,2002,241543395.823377
FSM,2003,244990983.604501
FSM,2004,239563310.439243
FSM,2005,249845592.623945
FSM,2006,252991205.003248
FSM,2007,255890836.379155
FSM,2008,261339642.362797
FSM,2009,277510922.800969
FSM,2010,294117230.497109
FSM,2011,310287519.271915
FSM,2012,326160960.784002
GAB,1960,141468977.521066
GAB,1961,167637907.544815
GAB,1962,182796536.614163
GAB,1963,154480244.361122
GAB,1964,215679855.207217
GAB,1965,226474285.587109
GAB,1966,245849781.7159
GAB,1967,271543680.279285
GAB,1968,294468564.534369
GAB,1969,318124701.048949
GAB,1970,323802475.480977
GAB,1971,381687073.058558
GAB,1972,430508357.723916
GAB,1973,722780701.123251
GAB,1974,1544216003.9841
GAB,1975,2157592936.60712
GAB,1976,3009409970.90514
GAB,1977,2809349074.17738
GAB,1978,2389479269.18878
GAB,1979,3030251116.35999
GAB,1980,4279637933.85126
GAB,1981,3862269126.92642
GAB,1982,3618007844.44919
GAB,1983,3391275731.31834
GAB,1984,3561451562.23569
GAB,1985,3339914759.37269
GAB,1986,3403638193.57912
GAB,1987,3281797038.70584
GAB,1988,3834503378.28811
GAB,1989,4186411457.4569
GAB,1990,5952293765.84484
GAB,1991,5402919788.23153
GAB,1992,5592390832.66829
GAB,1993,4378645081.01769
GAB,1994,4190819346.82143
GAB,1995,4958845649.02823
GAB,1996,5694039999.86528
GAB,1997,5326817111.31062
GAB,1998,4483417313.11823
GAB,1999,4662991794.05396
GAB,2000,5067865502.79988
GAB,2001,4712849279.64923
GAB,2002,4931503836.34766
GAB,2003,6054883172.03912
GAB,2004,7178135606.41428
GAB,2005,8665736617.5506
GAB,2006,9545982814.08494
GAB,2007,11570860872.2274
GAB,2008,15685389826.8882
GAB,2009,12031268402.3877
GAB,2010,14507032805.9824
GAB,2011,18759558560.4601
GAB,2012,18377083881.0055
GBR,1960,72328047042.1588
GBR,1961,76694360635.9159
GBR,1962,80601939635.2483
GBR,1963,85443766670.4279
GBR,1964,93387598813.9269
GBR,1965,100595782309.165
GBR,1966,107090721447.057
GBR,1967,111185383409.521
GBR,1968,104702736248.084
GBR,1969,112676874821.987
GBR,1970,124795414233.403
GBR,1971,141173077753.817
GBR,1972,162199828773.059
GBR,1973,183042760577.565
GBR,1974,197728221109.711
GBR,1975,236425105833.394
